case,problem,cores,makespan,added_copy,original_singlecore,speedup,source,source_plan,plan,verification,paper_plan_sha256
case_018,1,1,995710,3612672,1004367,1.0086942985407397,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_018.json,plans/p1/n1/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7d8afd5321f4c82626af4aaf63e319427ea96c4d511d9a6233294d8148a0b0a3
case_018,1,2,502024,5085824,1004367,2.0006354277883127,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_018.json,plans/p1/n2/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,dcbc8f42034bc4cbe941498cf654feff685b725041d0be1891cec4b827a6cf18
case_018,1,3,337171,3821952,1004367,2.978806006447767,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_018.json,plans/p1/n3/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,2e9a249319980ef08a17588c8a3facd3a7d1f7c95c1e033d8f64f506fdf3a111
case_018,1,4,251851,6790912,1004367,3.987941282742574,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_018.json,plans/p1/n4/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f959f4dabf11bae185e4dcce0ddf71d8fb90ffa6483cc26358d291e7606f7c18
case_018,1,5,205917,5320704,1004367,4.8775331808447095,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n5/case_018_multicore_res.json,plans/p1/n5/case_018_multicore_res.json,inherited_team13_success,572373f826ac4347e7edbf37f82397f48b382f553a0c82e5e6f1f517b762cd0f
case_018,2,1,975003,690176,1004367,1.0301168304097525,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p2_n1/evaluations/attempts/20260926T061814-3f9f14c9c3274ea0a7d7c0b0ad1f8395/plan.json,plans/p2/n1/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,eee37729592b514e9f506006d2306547b745e8132163adf684cc558cf85bf078
case_018,2,2,486844,1463296,1004367,2.063016079072557,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p2_n2/evaluations/attempts/20260926T053235-aea18a07dd5d44cca5064ffdf847b612/plan.json,plans/p2/n2/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b934bea160630b4a772f9b010bd176bcf64464fba8e258632185231af1e357a3
case_018,2,3,325165,2638208,1004367,3.088791844140667,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p2_n3/evaluations/attempts/20260926T043150-a5b0b2f99c68459fa9725cb52bfb5743/plan.json,plans/p2/n3/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,2634ba7a6ee53d8c572bc347b2493ac19a604944d441f77e9efcfb55e370973a
case_018,2,4,247668,4198144,1004367,4.055295799215078,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p2_n4/mature_prefix/evaluations/attempts/20260926T052044-f9231900224f4ca89efaea4ea37f304d/plan.json,plans/p2/n4/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7a60f557b5b89b9fd2237e0e74768ab68a11dbbc395aef6acfa3303038273a5e
case_018,2,5,196754,4681728,1004367,5.104684021671733,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p2_n5/evaluations/attempts/20260926T051929-077386d851664a74862cdaf0467e17f0/plan.json,plans/p2/n5/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,0409d57edf061a7a3004daeb1a97eba3a8b83439da9ce93e2fc397fc39912db4
case_018,3,1,974899,690176,1004367,1.0302267209218596,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p3_n1/evaluations/attempts/20260926T055708-cd36eccf011e4e3b9fa2e1608db44e23/plan.json,plans/p3/n1/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,eee37729592b514e9f506006d2306547b745e8132163adf684cc558cf85bf078
case_018,3,2,486465,1463296,1004367,2.064623354198144,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p3_n2/evaluations/attempts/20260926T044937-cf80922108244378ba5bf06cf5e3a197/plan.json,plans/p3/n2/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b934bea160630b4a772f9b010bd176bcf64464fba8e258632185231af1e357a3
case_018,3,3,325023,2638208,1004367,3.0901413130763054,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p3_n3/evaluations/attempts/20260926T062237-1205cf0e348649e59307c1c7f52704a2/plan.json,plans/p3/n3/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,2634ba7a6ee53d8c572bc347b2493ac19a604944d441f77e9efcfb55e370973a
case_018,3,4,244826,3919616,1004367,4.102370663246551,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_018/p3_n4/evaluations/attempts/20260926T054301-4d5da1731f5044d7ad8a8b4412bcc105/plan.json,plans/p3/n4/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f45945cf18dbb7735bad666f2880a03232a7cfce152e5532de6b5635b81dea6a
case_018,3,5,196222,4681728,1004367,5.118523916788128,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_018/p3/evaluations/attempts/20260926T035913-f006dbd9a7eb4834b0fbc0d94c696343/plan.json,plans/p3/n5/case_018_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,0409d57edf061a7a3004daeb1a97eba3a8b83439da9ce93e2fc397fc39912db4
case_019,1,1,78329,0,81144,1.0359381582810965,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_019.json,plans/p1/n1/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,4d6d3a52667af86b1c24711462ca9d9848fe6331690670f565fd617dcdb31f42
case_019,1,2,41238,2592,81144,1.9676996944565692,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_019.json,plans/p1/n2/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,78d4a521262ca3abbb30196e1343d838f5f0356d826150e7b59766f6b79f5120
case_019,1,3,28986,27168,81144,2.7994204098530324,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_019_multicore_res.json,plans/p1/n3/case_019_multicore_res.json,inherited_team13_success,8fc92428b327b54d573724a613caae70a1024d83a93b43db1ce32f93e8da3dc4
case_019,1,4,24099,51744,81144,3.3671106684924688,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_019_multicore_res.json,plans/p1/n4/case_019_multicore_res.json,inherited_team13_success,5294e4208a74b65d0b91f246c74be5f7b9522f495baffdcde73e3389cdad27a5
case_019,1,5,18885,287332,81144,4.296743447180302,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_019.json,plans/p1/n5/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,99a40b43bd508107fe74ea12bcfb524eb45a420c6b227be9a030ca74732fd2e7
case_019,2,1,49567,0,81144,1.6370569128654144,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p2_n1/mature_prefix/evaluations/attempts/20260926T045047-df8ff68fcefe4a099ec3a4d6ce9163c5/plan.json,plans/p2/n1/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7dd965c977dd8e030fea8d2c4b22e6004ee349283eb4e341b61e9eb1fa993112
case_019,2,2,26149,2592,81144,3.1031396994148914,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p2_n2/evaluations/attempts/20260926T051526-7b199cefd5424abcb4b567fc1a883f74/plan.json,plans/p2/n2/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b603a6671a00c53b868d24c2a4554800e467a6f04fc547730b73d0f9c5c9af3e
case_019,2,3,22000,27168,81144,3.6883636363636363,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p2_n3/evaluations/attempts/20260926T053314-bd3a518f39854fbdaeb733dedde7e853/plan.json,plans/p2/n3/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c1325049749b358836fc4cce0b5497226d4aea253d475510bb71983173f36793
case_019,2,4,22103,51744,81144,3.671175858480749,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p2_n4/evaluations/attempts/20260926T060902-c68266fe55df48f2b78263f468bca59a/plan.json,plans/p2/n4/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,1a4266c8ebc75b4af9c8ef9c60e50c4ec132005d7d290ce0d03c654fe1ab196b
case_019,2,5,14954,379948,81144,5.426240470777049,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_019/p2/evaluations/attempts/20260926T035914-d1c6bac5e8e44a5997e3cdb281b75333/plan.json,plans/p2/n5/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,148d207e09dd320289a144a055207c77f95062dfbe3578cf33a96465eb705cb6
case_019,3,1,49567,0,81144,1.6370569128654144,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p3_n1/mature_prefix/evaluations/attempts/20260926T045822-63582d4f2d5d498bbb556a0812156489/plan.json,plans/p3/n1/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7dd965c977dd8e030fea8d2c4b22e6004ee349283eb4e341b61e9eb1fa993112
case_019,3,2,26149,2592,81144,3.1031396994148914,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p3_n2/evaluations/attempts/20260926T055544-4b39039e7c3448c0aeffb40b99f23563/plan.json,plans/p3/n2/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,b603a6671a00c53b868d24c2a4554800e467a6f04fc547730b73d0f9c5c9af3e
case_019,3,3,22000,27168,81144,3.6883636363636363,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p3_n3/evaluations/attempts/20260926T052058-f54429d88bc3493ab1bab174691139ab/plan.json,plans/p3/n3/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c1325049749b358836fc4cce0b5497226d4aea253d475510bb71983173f36793
case_019,3,4,22103,51744,81144,3.671175858480749,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_019/p3_n4/evaluations/attempts/20260926T044506-7f6e077c8db8443283d36ab6e7ea20ea/plan.json,plans/p3/n4/case_019_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,1a4266c8ebc75b4af9c8ef9c60e50c4ec132005d7d290ce0d03c654fe1ab196b
case_019,3,5,15394,789864,81144,5.271144601792907,continuous_panel_legacy,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/持续联合冲刺_20260926/正式75配置_v2_6并发/configurations/case_019_p3_n5/legacy/attempt_001/evaluations/attempts/20260926T134626-f8c9d58301f34cb18245346508cf7519/plan.json,plans/p3/n5/case_019_multicore_res.json,independent_time_copy_cache_and_input_hash_match,ebd9947997a823b3bbe840f9d59450c538f4759df3dcb3774187f92b00c92471
case_020,1,1,532746,0,532746,1.0,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_020.json,plans/p1/n1/case_020_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,0238fb3b2c1ab746ae84507e68bec4a09bfe89c5d03ead6d67791c06b4bee4c6
case_020,1,2,266580,0,532746,1.9984469952734638,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_020_multicore_res.json,plans/p1/n2/case_020_multicore_res.json,inherited_team13_success,167953b99eaac4673746dc86bdaf32607dfbf4272b2388bb068087a1909edd5e
case_020,1,3,177950,0,532746,2.993796010115201,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_020_multicore_res.json,plans/p1/n3/case_020_multicore_res.json,inherited_team13_success,2921034edb0d8ea426030464c34f7df7a7332238b119ea123b9473b690071d0c
case_020,1,4,133704,0,532746,3.984518039849219,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_020_multicore_res.json,plans/p1/n4/case_020_multicore_res.json,inherited_team13_success,ec6c3ff86f439ed4086803ababfbf50dbd99e7dfc6cb8f63795523682549aa43
case_020,1,5,107187,0,532746,4.97024825771782,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_020.json,plans/p1/n5/case_020_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d4d0dd90e7967ee35af32a342855f09b8bf548b19b525bec1043d9a600614136
case_020,2,1,532746,0,532746,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n1/case_020_multicore_res.json,plans/p2/n1/case_020_multicore_res.json,inherited_team13_success,71e80fa4c843eae3fc9724bbd7ae3dea6f3edfac1ec4a656135718ff5959540a
case_020,2,2,266580,0,532746,1.9984469952734638,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_020_multicore_res.json,plans/p2/n2/case_020_multicore_res.json,inherited_team13_success,167953b99eaac4673746dc86bdaf32607dfbf4272b2388bb068087a1909edd5e
case_020,2,3,177950,0,532746,2.993796010115201,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_020_multicore_res.json,plans/p2/n3/case_020_multicore_res.json,inherited_team13_success,2921034edb0d8ea426030464c34f7df7a7332238b119ea123b9473b690071d0c
case_020,2,4,133704,0,532746,3.984518039849219,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_020_multicore_res.json,plans/p2/n4/case_020_multicore_res.json,inherited_team13_success,ec6c3ff86f439ed4086803ababfbf50dbd99e7dfc6cb8f63795523682549aa43
case_020,2,5,107187,0,532746,4.97024825771782,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_020_multicore_res.json,plans/p2/n5/case_020_multicore_res.json,inherited_team13_success,720a0f6a3d869dad86747e01202660f85dc8b242120cc8ef149f564b6cf6c9fa
case_020,3,1,532746,0,532746,1.0,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n1/case_020_multicore_res.json,plans/p3/n1/case_020_multicore_res.json,inherited_team13_success,71e80fa4c843eae3fc9724bbd7ae3dea6f3edfac1ec4a656135718ff5959540a
case_020,3,2,266580,0,532746,1.9984469952734638,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_020_multicore_res.json,plans/p3/n2/case_020_multicore_res.json,inherited_team13_success,167953b99eaac4673746dc86bdaf32607dfbf4272b2388bb068087a1909edd5e
case_020,3,3,177950,0,532746,2.993796010115201,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_020_multicore_res.json,plans/p3/n3/case_020_multicore_res.json,inherited_team13_success,2921034edb0d8ea426030464c34f7df7a7332238b119ea123b9473b690071d0c
case_020,3,4,133704,0,532746,3.984518039849219,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n4/case_020_multicore_res.json,plans/p3/n4/case_020_multicore_res.json,inherited_team13_success,ec6c3ff86f439ed4086803ababfbf50dbd99e7dfc6cb8f63795523682549aa43
case_020,3,5,107187,0,532746,4.97024825771782,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n5/case_020_multicore_res.json,plans/p3/n5/case_020_multicore_res.json,inherited_team13_success,720a0f6a3d869dad86747e01202660f85dc8b242120cc8ef149f564b6cf6c9fa
case_021,1,1,6202244,6656000,6567937,1.0589614017120255,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_021.json,plans/p1/n1/case_021_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,885cb08d45f544ff8e1b6f9818d9979adc80a3af3775cb1e1d710b1685c120a0
case_021,1,2,3102580,6656000,6567937,2.1169275248341703,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_021_multicore_res.json,plans/p1/n2/case_021_multicore_res.json,inherited_team13_success,8f197286e1bb3af03e7fe95e13b0710216cac301b30d637b018c3500728a121c
case_021,1,3,2097306,8755200,6567937,3.1316064513237456,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_021.json,plans/p1/n3/case_021_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,6ff2863977fa19981ab9ebae379b1cca1bb549b5f8be75cbfef629eba3377e72
